repo,date,status,commits,commits_default_branch,merge_commits,commits_bot,commits_human_account,commits_unknown,commits_with_ai_tool_trailer,additions_other,deletions_other,additions_lock,deletions_lock,additions_vendored,deletions_vendored,binary_file_changes,manifest_dependency_changes,mcp_requirement_changes,lockfile_package_changes,lockfile_mcp_changes,authors_bot,authors_human_account,authors_unknown
R09,2026-04-05,observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R09,2026-04-06,observed,1,1,0,0,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,1
R09,2026-04-07,observed,2,2,0,0,0,2,0,28,2,0,0,0,0,0,0,0,0,0,0,0,1
R09,2026-04-08,observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R09,2026-04-09,observed,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
R09,2026-04-10,observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R09,2026-04-11,observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R09,2026-04-12,observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R09,2026-04-13,observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R09,2026-04-14,observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R09,2026-04-15,observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R09,2026-04-16,observed,1,1,0,0,0,1,0,725,11,0,0,0,0,0,1,0,0,0,0,0,1
R09,2026-04-17,observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R09,2026-04-18,observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R09,2026-04-19,observed,1,1,0,0,0,1,0,1008,48,0,0,0,0,0,0,0,0,0,0,0,1
R09,2026-04-20,observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R09,2026-04-21,observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R09,2026-04-22,observed,5,5,0,0,0,5,0,141,161,0,0,0,0,0,0,0,0,0,0,0,1
