"date","version","downloads"
"2026-04-03","1.12.2",31200
"2026-04-03","1.12.3",24762
"2026-04-03","1.12.4",87929
"2026-04-03","1.13.0",41845
"2026-04-03","1.13.1",41428
"2026-04-03","1.14.0",64471
"2026-04-03","1.14.1",73317
"2026-04-03","1.15.0",75869
"2026-04-03","1.16.0",111943
"2026-04-03","1.17.0",118005
"2026-04-03","1.18.0",73320
"2026-04-03","1.19.0",82465
"2026-04-03","1.2.0",1217
"2026-04-03","1.2.0rc1",13
"2026-04-03","1.2.1",1367
"2026-04-03","1.20.0",83004
"2026-04-03","1.21.0",79671
"2026-04-03","1.21.1",72267
"2026-04-03","1.21.2",73135
"2026-04-03","1.22.0",109417
"2026-04-03","1.23.0",93547
"2026-04-03","1.23.1",82764
"2026-04-03","1.23.2",75214
"2026-04-03","1.23.3",309065
"2026-04-03","1.24.0",103448
"2026-04-03","1.25.0",233787
"2026-04-03","1.26.0",926943
"2026-04-03","1.27.0",3201463
"2026-04-03","1.3.0",2298
"2026-04-03","1.3.0rc1",15
"2026-04-03","1.4.0",1793
"2026-04-03","1.4.1",2548
"2026-04-03","1.5.0",7244
"2026-04-03","1.6.0",15208
"2026-04-03","1.7.0",21111
"2026-04-03","1.7.1",22189
"2026-04-03","1.8.0",22457
"2026-04-03","1.8.1",25057
"2026-04-03","1.9.0",22484
"2026-04-03","1.9.1",24929
"2026-04-03","1.9.2",23663
"2026-04-03","1.9.3",23272
"2026-04-03","1.9.4",36295
"2026-04-04","0.9.1",1041
"2026-04-04","1.0.0",1226
"2026-04-04","1.1.0",960
"2026-04-04","1.1.1",835
"2026-04-04","1.1.2",1611
"2026-04-04","1.1.3",1562
"2026-04-04","1.10.0",19166
"2026-04-04","1.10.1",23487
"2026-04-04","1.11.0",23995
"2026-04-04","1.12.0",20605
"2026-04-04","1.12.1",20273
"2026-04-04","1.12.2",22391
"2026-04-04","1.12.3",20987
"2026-04-04","1.12.4",44011
"2026-04-04","1.13.0",35826
"2026-04-04","1.13.1",33679
"2026-04-04","1.14.0",59825
"2026-04-04","1.14.1",66842
"2026-04-04","1.15.0",68977
"2026-04-04","1.16.0",101051
"2026-04-04","1.17.0",78649
"2026-04-04","1.18.0",69201
"2026-04-04","1.19.0",72912
"2026-04-04","1.2.0",1011
"2026-04-04","1.2.0rc1",11
"2026-04-04","1.2.1",1163
"2026-04-04","1.20.0",73720
"2026-04-04","1.21.0",71325
"2026-04-04","1.21.1",67484
"2026-04-04","1.21.2",67623
"2026-04-04","1.22.0",99253
"2026-04-04","1.23.0",78497
"2026-04-04","1.23.1",73531
"2026-04-04","1.23.2",69622
"2026-04-04","1.23.3",198993
"2026-04-04","1.24.0",79471
"2026-04-04","1.25.0",138341
"2026-04-04","1.26.0",548597
"2026-04-04","1.27.0",2673423
"2026-04-04","1.3.0",1531
"2026-04-04","1.3.0rc1",11
"2026-04-04","1.4.0",1107
"2026-04-04","1.4.1",2383
"2026-04-04","1.5.0",3897
"2026-04-04","1.6.0",10138
"2026-04-04","1.7.0",18854
"2026-04-04","1.7.1",19961
"2026-04-04","1.8.0",19843
"2026-04-04","1.8.1",21411
"2026-04-04","1.9.0",19317
"2026-04-04","1.9.1",20553
"2026-04-04","1.9.2",22310
"2026-04-04","1.9.3",21096
"2026-04-04","1.9.4",30242
"2026-04-05","0.9.1",1067
"2026-04-05","1.0.0",1222
"2026-04-05","1.1.0",942
"2026-04-05","1.1.1",816
"2026-04-05","1.1.2",1625
"2026-04-05","1.1.3",1498
"2026-04-05","1.10.0",18098
"2026-04-05","1.10.1",22790
"2026-04-05","1.11.0",23258
"2026-04-05","1.12.0",20173
"2026-04-05","1.12.1",18646
"2026-04-05","1.12.2",22406
"2026-04-05","1.12.3",19949
"2026-04-05","1.12.4",40761
"2026-04-05","1.13.0",35196
"2026-04-05","1.13.1",32808
"2026-04-05","1.14.0",58099
"2026-04-05","1.14.1",65603
"2026-04-05","1.15.0",66242
"2026-04-05","1.16.0",95979
"2026-04-05","1.17.0",74743
"2026-04-05","1.18.0",67023
"2026-04-05","1.19.0",70726
"2026-04-05","1.2.0",1028
"2026-04-05","1.2.0rc1",10
"2026-04-05","1.2.1",1269
"2026-04-05","1.20.0",71364
"2026-04-05","1.21.0",69347
"2026-04-05","1.21.1",66622
"2026-04-05","1.21.2",65875
"2026-04-05","1.22.0",95167
"2026-04-05","1.23.0",76672
"2026-04-05","1.23.1",73622
"2026-04-05","1.23.2",67996
"2026-04-05","1.23.3",210385
"2026-04-05","1.24.0",75770
"2026-04-05","1.25.0",133026
"2026-04-05","1.26.0",523127
"2026-04-05","1.27.0",2364033
"2026-04-05","1.3.0",1359
"2026-04-05","1.3.0rc1",11
"2026-04-05","1.4.0",1053
"2026-04-05","1.4.1",2017
"2026-04-05","1.5.0",4007
"2026-04-05","1.6.0",10848
"2026-04-05","1.7.0",17914
"2026-04-05","1.7.1",18194
"2026-04-05","1.8.0",18749
"2026-04-05","1.8.1",20587
"2026-04-05","1.9.0",18678
"2026-04-05","1.9.1",19615
"2026-04-05","1.9.2",20106
"2026-04-05","1.9.3",19033
"2026-04-05","1.9.4",36164
"2026-04-06","0.9.1",1611
"2026-04-06","1.0.0",1892
"2026-04-06","1.1.0",1351
"2026-04-06","1.1.1",1464
"2026-04-06","1.1.2",2262
"2026-04-06","1.1.3",2582
"2026-04-06","1.10.0",21730
"2026-04-06","1.10.1",28818
"2026-04-06","1.11.0",28213
"2026-04-06","1.12.0",23473
"2026-04-06","1.12.1",23829
"2026-04-06","1.12.2",33008
"2026-04-06","1.12.3",24494
"2026-04-06","1.12.4",84113
"2026-04-06","1.13.0",42077
"2026-04-06","1.13.1",43555
"2026-04-06","1.14.0",50778
"2026-04-06","1.14.1",75267
"2026-04-06","1.15.0",74719
"2026-04-06","1.16.0",117448
"2026-04-06","1.17.0",125285
"2026-04-06","1.18.0",74155
"2026-04-06","1.19.0",83151
"2026-04-06","1.2.0",1796
"2026-04-06","1.2.0rc1",15
"2026-04-06","1.2.1",1786
"2026-04-06","1.20.0",83515
"2026-04-06","1.21.0",80691
"2026-04-06","1.21.1",74355
"2026-04-06","1.21.2",73131
"2026-04-06","1.22.0",110320
"2026-04-06","1.23.0",96680
"2026-04-06","1.23.1",85092
"2026-04-06","1.23.2",78930
"2026-04-06","1.23.3",300987
"2026-04-06","1.24.0",100847
"2026-04-06","1.25.0",208580
"2026-04-06","1.26.0",916484
"2026-04-06","1.27.0",3143999
"2026-04-06","1.3.0",2293
"2026-04-06","1.3.0rc1",16
"2026-04-06","1.4.0",1666
"2026-04-06","1.4.1",2455
"2026-04-06","1.5.0",5531
"2026-04-06","1.6.0",16160
"2026-04-06","1.7.0",21052
"2026-04-06","1.7.1",22392
"2026-04-06","1.8.0",22484
"2026-04-06","1.8.1",24940
"2026-04-06","1.9.0",23502
"2026-04-06","1.9.1",25563
"2026-04-06","1.9.2",23563
"2026-04-06","1.9.3",22862
"2026-04-06","1.9.4",42839
"2026-04-07","0.9.1",1833
"2026-04-07","1.0.0",2097
"2026-04-07","1.1.0",1587
"2026-04-07","1.1.1",1816
"2026-04-07","1.1.2",2266
"2026-04-07","1.1.3",2959
"2026-04-07","1.10.0",22771
"2026-04-07","1.10.1",31314
"2026-04-07","1.11.0",29204
"2026-04-07","1.12.0",24519
"2026-04-07","1.12.1",25845
"2026-04-07","1.12.2",39296
"2026-04-07","1.12.3",25491
"2026-04-07","1.12.4",109516
"2026-04-07","1.13.0",46145
"2026-04-07","1.13.1",51069
"2026-04-07","1.14.0",34765
"2026-04-07","1.14.1",82084
"2026-04-07","1.15.0",83298
"2026-04-07","1.16.0",136981
"2026-04-07","1.17.0",136324
"2026-04-07","1.18.0",81831
"2026-04-07","1.19.0",97328
"2026-04-07","1.2.0",1985
"2026-04-07","1.2.0rc1",2
"2026-04-07","1.2.1",2640
"2026-04-07","1.20.0",90125
"2026-04-07","1.21.0",91294
"2026-04-07","1.21.1",83938
"2026-04-07","1.21.2",80355
"2026-04-07","1.22.0",122905
"2026-04-07","1.23.0",106480
"2026-04-07","1.23.1",95189
"2026-04-07","1.23.2",92212
"2026-04-07","1.23.3",390058
"2026-04-07","1.24.0",120795
"2026-04-07","1.25.0",250183
"2026-04-07","1.26.0",1131309
"2026-04-07","1.27.0",3323927
"2026-04-07","1.3.0",4631
"2026-04-07","1.3.0rc1",9
"2026-04-07","1.4.0",2225
"2026-04-07","1.4.1",2861
"2026-04-07","1.5.0",2940
"2026-04-07","1.6.0",21191
"2026-04-07","1.7.0",21460
"2026-04-07","1.7.1",22683
"2026-04-07","1.8.0",22971
"2026-04-07","1.8.1",25963
"2026-04-07","1.9.0",23811
"2026-04-07","1.9.1",26910
"2026-04-07","1.9.2",24486
"2026-04-07","1.9.3",23902
"2026-04-07","1.9.4",44375
"2026-04-08","0.9.1",2189
"2026-04-08","1.0.0",2447
"2026-04-08","1.1.0",1669
"2026-04-08","1.1.1",2220
"2026-04-08","1.1.2",2761
"2026-04-08","1.1.3",3309
"2026-04-08","1.10.0",23207
"2026-04-08","1.10.1",31673
"2026-04-08","1.11.0",28887
"2026-04-08","1.12.0",25309
"2026-04-08","1.12.1",26276
"2026-04-08","1.12.2",38603
"2026-04-08","1.12.3",25519
"2026-04-08","1.12.4",107513
"2026-04-08","1.13.0",47204
"2026-04-08","1.13.1",47646
"2026-04-08","1.14.0",34776
"2026-04-08","1.14.1",81644
"2026-04-08","1.15.0",82584
"2026-04-08","1.16.0",148933
"2026-04-08","1.17.0",145144
"2026-04-08","1.18.0",80760
"2026-04-08","1.19.0",94347
"2026-04-08","1.2.0",2343
"2026-04-08","1.2.0rc1",31
"2026-04-08","1.2.1",2583
"2026-04-08","1.20.0",90328
"2026-04-08","1.21.0",91401
"2026-04-08","1.21.1",83940
"2026-04-08","1.21.2",79279
"2026-04-08","1.22.0",115601
"2026-04-08","1.23.0",102537
"2026-04-08","1.23.1",93558
"2026-04-08","1.23.2",88570
"2026-04-08","1.23.3",389524
"2026-04-08","1.24.0",126185
"2026-04-08","1.25.0",267153
"2026-04-08","1.26.0",1154126
"2026-04-08","1.27.0",4756070
"2026-04-08","1.3.0",5925
"2026-04-08","1.3.0rc1",30
"2026-04-08","1.4.0",2563
"2026-04-08","1.4.1",3254
"2026-04-08","1.5.0",3590
"2026-04-08","1.6.0",21341
"2026-04-08","1.7.0",22091
"2026-04-08","1.7.1",23258
"2026-04-08","1.8.0",23476
"2026-04-08","1.8.1",26351
"2026-04-08","1.9.0",26134
"2026-04-08","1.9.1",27618
"2026-04-08","1.9.2",28231
"2026-04-08","1.9.3",24593
"2026-04-08","1.9.4",43673
"2026-04-09","0.9.1",1785
"2026-04-09","1.0.0",1985
"2026-04-09","1.1.0",1208
"2026-04-09","1.1.1",1805
"2026-04-09","1.1.2",2301
"2026-04-09","1.1.3",3058
"2026-04-09","1.10.0",23187
"2026-04-09","1.10.1",31288
"2026-04-09","1.11.0",28219
"2026-04-09","1.12.0",26933
"2026-04-09","1.12.1",25986
"2026-04-09","1.12.2",38692
"2026-04-09","1.12.3",24850
"2026-04-09","1.12.4",127211
"2026-04-09","1.13.0",48529
"2026-04-09","1.13.1",51832
"2026-04-09","1.14.0",35757
"2026-04-09","1.14.1",83126
"2026-04-09","1.15.0",86587
"2026-04-09","1.16.0",150121
"2026-04-09","1.17.0",131523
"2026-04-09","1.18.0",83263
"2026-04-09","1.19.0",98450
"2026-04-09","1.2.0",1850
"2026-04-09","1.2.0rc1",7
"2026-04-09","1.2.1",2093
"2026-04-09","1.20.0",91887
"2026-04-09","1.21.0",91944
"2026-04-09","1.21.1",86212
"2026-04-09","1.21.2",82803
"2026-04-09","1.22.0",136623
"2026-04-09","1.23.0",105167
"2026-04-09","1.23.1",97415
"2026-04-09","1.23.2",89964
"2026-04-09","1.23.3",326114
"2026-04-09","1.24.0",125899
"2026-04-09","1.25.0",278356
"2026-04-09","1.26.0",1169965
"2026-04-09","1.27.0",4490220
"2026-04-09","1.3.0",5534
"2026-04-09","1.3.0rc1",9
"2026-04-09","1.4.0",2510
"2026-04-09","1.4.1",2886
"2026-04-09","1.5.0",5024
"2026-04-09","1.6.0",20967
"2026-04-09","1.7.0",21402
"2026-04-09","1.7.1",23474
"2026-04-09","1.8.0",22932
"2026-04-09","1.8.1",26350
"2026-04-09","1.9.0",23412
"2026-04-09","1.9.1",27381
"2026-04-09","1.9.2",26098
"2026-04-09","1.9.3",24584
"2026-04-09","1.9.4",56375
"2026-04-10","0.9.1",1968
"2026-04-10","1.0.0",1876
"2026-04-10","1.1.0",1270
"2026-04-10","1.1.1",1876
"2026-04-10","1.1.2",2252
"2026-04-10","1.1.3",2936
"2026-04-10","1.10.0",20211
"2026-04-10","1.10.1",28836
"2026-04-10","1.11.0",26267
"2026-04-10","1.12.0",22768
"2026-04-10","1.12.1",22318
"2026-04-10","1.12.2",34008
"2026-04-10","1.12.3",22383
"2026-04-10","1.12.4",118132
"2026-04-10","1.13.0",43519
"2026-04-10","1.13.1",44250
"2026-04-10","1.14.0",31011
"2026-04-10","1.14.1",78925
"2026-04-10","1.15.0",81057
"2026-04-10","1.16.0",136842
"2026-04-10","1.17.0",131130
"2026-04-10","1.18.0",78862
"2026-04-10","1.19.0",92908
"2026-04-10","1.2.0",1957
"2026-04-10","1.2.0rc1",12
"2026-04-10","1.2.1",2805
"2026-04-10","1.20.0",90008
"2026-04-10","1.21.0",87327
"2026-04-10","1.21.1",81595
"2026-04-10","1.21.2",77220
"2026-04-10","1.22.0",134518
"2026-04-10","1.23.0",100464
"2026-04-10","1.23.1",92158
"2026-04-10","1.23.2",85068
"2026-04-10","1.23.3",366685
"2026-04-10","1.24.0",122319
"2026-04-10","1.25.0",247386
"2026-04-10","1.26.0",1054528
"2026-04-10","1.27.0",3564905
"2026-04-10","1.3.0",5950
"2026-04-10","1.3.0rc1",11
"2026-04-10","1.4.0",1889
"2026-04-10","1.4.1",2942
"2026-04-10","1.5.0",3617
"2026-04-10","1.6.0",21049
"2026-04-10","1.7.0",18988
"2026-04-10","1.7.1",20128
"2026-04-10","1.8.0",21464
"2026-04-10","1.8.1",23742
"2026-04-10","1.9.0",20479
"2026-04-10","1.9.1",24824
"2026-04-10","1.9.2",23261
"2026-04-10","1.9.3",22844
"2026-04-10","1.9.4",42017
"2026-04-11","0.9.1",2822
"2026-04-11","1.0.0",1089
"2026-04-11","1.1.0",818
"2026-04-11","1.1.1",892
"2026-04-11","1.1.2",1501
"2026-04-11","1.1.3",1571
"2026-04-11","1.10.0",16086
"2026-04-11","1.10.1",21249
"2026-04-11","1.11.0",21344
"2026-04-11","1.12.0",17727
"2026-04-11","1.12.1",16702
"2026-04-11","1.12.2",20138
"2026-04-11","1.12.3",17073
"2026-04-11","1.12.4",43869
"2026-04-11","1.13.0",34953
"2026-04-11","1.13.1",29007
"2026-04-11","1.14.0",23050
"2026-04-11","1.14.1",71478
"2026-04-11","1.15.0",72430
"2026-04-11","1.16.0",104114
"2026-04-11","1.17.0",82570
"2026-04-11","1.18.0",72227
"2026-04-11","1.19.0",77862
"2026-04-11","1.2.0",1082
"2026-04-11","1.2.0rc1",2
"2026-04-11","1.2.1",2401
"2026-04-11","1.20.0",76627
"2026-04-11","1.21.0",75466
"2026-04-11","1.21.1",74059
"2026-04-11","1.21.2",69375
"2026-04-11","1.22.0",93246
"2026-04-11","1.23.0",81251
"2026-04-11","1.23.1",79337
"2026-04-11","1.23.2",75248
"2026-04-11","1.23.3",225367
"2026-04-11","1.24.0",86688
"2026-04-11","1.25.0",139757
"2026-04-11","1.26.0",575158
"2026-04-11","1.27.0",3418925
"2026-04-11","1.3.0",2579
"2026-04-11","1.3.0rc1",5
"2026-04-11","1.4.0",864
"2026-04-11","1.4.1",2359
"2026-04-11","1.5.0",1955
"2026-04-11","1.6.0",14542
"2026-04-11","1.7.0",15825
"2026-04-11","1.7.1",16289
"2026-04-11","1.8.0",17089
"2026-04-11","1.8.1",18741
"2026-04-11","1.9.0",16395
"2026-04-11","1.9.1",18249
"2026-04-11","1.9.2",19548
"2026-04-11","1.9.3",16632
"2026-04-11","1.9.4",27261
"2026-04-12","0.9.1",1904
"2026-04-12","1.0.0",1195
"2026-04-12","1.1.0",787
"2026-04-12","1.1.1",759
"2026-04-12","1.1.2",1538
"2026-04-12","1.1.3",1435
"2026-04-12","1.10.0",15664
"2026-04-12","1.10.1",21091
"2026-04-12","1.11.0",20148
"2026-04-12","1.12.0",17318
"2026-04-12","1.12.1",16075
"2026-04-12","1.12.2",19780
"2026-04-12","1.12.3",16623
"2026-04-12","1.12.4",37560
"2026-04-12","1.13.0",33208
"2026-04-12","1.13.1",28883
"2026-04-12","1.14.0",21604
"2026-04-12","1.14.1",72076
"2026-04-12","1.15.0",70877
"2026-04-12","1.16.0",100833
"2026-04-12","1.17.0",80836
"2026-04-12","1.18.0",71695
"2026-04-12","1.19.0",77798
"2026-04-12","1.2.0",941
"2026-04-12","1.2.0rc1",1
"2026-04-12","1.2.1",2306
"2026-04-12","1.20.0",76750
"2026-04-12","1.21.0",75460
"2026-04-12","1.21.1",74681
"2026-04-12","1.21.2",68945
"2026-04-12","1.22.0",92381
"2026-04-12","1.23.0",81958
"2026-04-12","1.23.1",78925
"2026-04-12","1.23.2",73699
"2026-04-12","1.23.3",175828
"2026-04-12","1.24.0",82705
"2026-04-12","1.25.0",151833
"2026-04-12","1.26.0",608781
"2026-04-12","1.27.0",6161983
"2026-04-12","1.3.0",2001
"2026-04-12","1.3.0rc1",2
"2026-04-12","1.4.0",701
"2026-04-12","1.4.1",1955
"2026-04-12","1.5.0",3866
"2026-04-12","1.6.0",17629
"2026-04-12","1.7.0",15392
"2026-04-12","1.7.1",16531
"2026-04-12","1.8.0",16012
"2026-04-12","1.8.1",19536
"2026-04-12","1.9.0",15628
"2026-04-12","1.9.1",16917
"2026-04-12","1.9.2",16673
"2026-04-12","1.9.3",18031
"2026-04-12","1.9.4",36005
"2026-04-13","0.9.1",2098
"2026-04-13","1.0.0",1991
"2026-04-13","1.1.0",1383
"2026-04-13","1.1.1",1761
"2026-04-13","1.1.2",2387
"2026-04-13","1.1.3",3468
"2026-04-13","1.10.0",18448
"2026-04-13","1.10.1",27574
"2026-04-13","1.11.0",25778
"2026-04-13","1.12.0",20330
"2026-04-13","1.12.1",21333
"2026-04-13","1.12.2",32872
"2026-04-13","1.12.3",20574
"2026-04-13","1.12.4",100301
"2026-04-13","1.13.0",41482
"2026-04-13","1.13.1",43758
"2026-04-13","1.14.0",30781
"2026-04-13","1.14.1",80457
"2026-04-13","1.15.0",80002
"2026-04-13","1.16.0",134266
"2026-04-13","1.17.0",137465
"2026-04-13","1.18.0",79536
"2026-04-13","1.19.0",92711
"2026-04-13","1.2.0",2110
"2026-04-13","1.2.0rc1",4
"2026-04-13","1.2.1",2403
"2026-04-13","1.20.0",87487
"2026-04-13","1.21.0",87844
"2026-04-13","1.21.1",82025
"2026-04-13","1.21.2",78390
"2026-04-13","1.22.0",105684
"2026-04-13","1.23.0",101959
"2026-04-13","1.23.1",90244
"2026-04-13","1.23.2",84075
"2026-04-13","1.23.3",312783
"2026-04-13","1.24.0",116223
"2026-04-13","1.25.0",262431
"2026-04-13","1.26.0",1046112
"2026-04-13","1.27.0",6095603
"2026-04-13","1.3.0",4259
"2026-04-13","1.3.0rc1",11
"2026-04-13","1.4.0",2424
"2026-04-13","1.4.1",2929
"2026-04-13","1.5.0",3297
"2026-04-13","1.6.0",30257
"2026-04-13","1.7.0",16693
"2026-04-13","1.7.1",17795
"2026-04-13","1.8.0",17722
"2026-04-13","1.8.1",23070
"2026-04-13","1.9.0",19273
"2026-04-13","1.9.1",22395
"2026-04-13","1.9.2",18326
"2026-04-13","1.9.3",20583
"2026-04-13","1.9.4",51883
"2026-04-14","0.9.1",1823
"2026-04-14","1.0.0",1975
"2026-04-14","1.1.0",1347
"2026-04-14","1.1.1",1852
"2026-04-14","1.1.2",2166
"2026-04-14","1.1.3",2915
"2026-04-14","1.10.0",19236
"2026-04-14","1.10.1",27792
"2026-04-14","1.11.0",26483
"2026-04-14","1.12.0",20922
"2026-04-14","1.12.1",21897
"2026-04-14","1.12.2",32743
"2026-04-14","1.12.3",21291
"2026-04-14","1.12.4",106524
"2026-04-14","1.13.0",34158
"2026-04-14","1.13.1",49122
"2026-04-14","1.14.0",31004
"2026-04-14","1.14.1",84201
"2026-04-14","1.15.0",83035
"2026-04-14","1.16.0",139433
"2026-04-14","1.17.0",141133
"2026-04-14","1.18.0",82511
"2026-04-14","1.19.0",98435
"2026-04-14","1.2.0",1870
"2026-04-14","1.2.0rc1",9
"2026-04-14","1.2.1",2176
"2026-04-14","1.20.0",92411
"2026-04-14","1.21.0",91988
"2026-04-14","1.21.1",85129
"2026-04-14","1.21.2",81106
"2026-04-14","1.22.0",109013
"2026-04-14","1.23.0",106321
"2026-04-14","1.23.1",94960
"2026-04-14","1.23.2",90039
"2026-04-14","1.23.3",355479
"2026-04-14","1.24.0",133914
"2026-04-14","1.25.0",285337
"2026-04-14","1.26.0",1116832
"2026-04-14","1.27.0",6699084
"2026-04-14","1.3.0",7673
"2026-04-14","1.3.0rc1",7
"2026-04-14","1.4.0",2305
"2026-04-14","1.4.1",2728
"2026-04-14","1.5.0",3104
"2026-04-14","1.6.0",30591
"2026-04-14","1.7.0",17225
"2026-04-14","1.7.1",17828
"2026-04-14","1.8.0",18132
"2026-04-14","1.8.1",23613
"2026-04-14","1.9.0",18982
"2026-04-14","1.9.1",22398
"2026-04-14","1.9.2",19323
"2026-04-14","1.9.3",21907
"2026-04-14","1.9.4",51361
"2026-04-15","0.9.1",2723
"2026-04-15","1.0.0",2898
"2026-04-15","1.1.0",1737
"2026-04-15","1.1.1",2056
"2026-04-15","1.1.2",2613
"2026-04-15","1.1.3",3337
"2026-04-15","1.10.0",18714
"2026-04-15","1.10.1",27168
"2026-04-15","1.11.0",25753
"2026-04-15","1.12.0",20292
"2026-04-15","1.12.1",21895
"2026-04-15","1.12.2",35304
"2026-04-15","1.12.3",20584
"2026-04-15","1.12.4",104768
"2026-04-15","1.13.0",29803
"2026-04-15","1.13.1",43507
"2026-04-15","1.14.0",30446
"2026-04-15","1.14.1",87240
"2026-04-15","1.15.0",85193
"2026-04-15","1.16.0",149170
"2026-04-15","1.17.0",145258
"2026-04-15","1.18.0",86009
"2026-04-15","1.19.0",100669
"2026-04-15","1.2.0",2611
"2026-04-15","1.2.0rc1",3
"2026-04-15","1.2.1",2523
"2026-04-15","1.20.0",95227
"2026-04-15","1.21.0",95440
"2026-04-15","1.21.1",89339
"2026-04-15","1.21.2",85141
"2026-04-15","1.22.0",112025
"2026-04-15","1.23.0",108955
"2026-04-15","1.23.1",97285
"2026-04-15","1.23.2",91082
"2026-04-15","1.23.3",386048
"2026-04-15","1.24.0",138862
"2026-04-15","1.25.0",283092
"2026-04-15","1.26.0",1139943
"2026-04-15","1.27.0",5164703
"2026-04-15","1.3.0",6849
"2026-04-15","1.3.0rc1",8
"2026-04-15","1.4.0",2800
"2026-04-15","1.4.1",3186
"2026-04-15","1.5.0",6515
"2026-04-15","1.6.0",32968
"2026-04-15","1.7.0",16934
"2026-04-15","1.7.1",18096
"2026-04-15","1.8.0",17972
"2026-04-15","1.8.1",23426
"2026-04-15","1.9.0",24315
"2026-04-15","1.9.1",22882
"2026-04-15","1.9.2",20841
"2026-04-15","1.9.3",20198
"2026-04-15","1.9.4",48579
"2026-04-16","0.9.1",1822
"2026-04-16","1.0.0",2479
"2026-04-16","1.1.0",1390
"2026-04-16","1.1.1",2023
"2026-04-16","1.1.2",2245
"2026-04-16","1.1.3",2916
"2026-04-16","1.10.0",18351
"2026-04-16","1.10.1",27696
"2026-04-16","1.11.0",24881
"2026-04-16","1.12.0",20941
"2026-04-16","1.12.1",23743
"2026-04-16","1.12.2",37408
"2026-04-16","1.12.3",20275
"2026-04-16","1.12.4",103401
"2026-04-16","1.13.0",30943
"2026-04-16","1.13.1",43399
"2026-04-16","1.14.0",30339
"2026-04-16","1.14.1",87341
"2026-04-16","1.15.0",84366
"2026-04-16","1.16.0",151149
"2026-04-16","1.17.0",132944
"2026-04-16","1.18.0",85014
"2026-04-16","1.19.0",97629
"2026-04-16","1.2.0",2049
"2026-04-16","1.2.0rc1",14
"2026-04-16","1.2.1",2009
"2026-04-16","1.20.0",95238
"2026-04-16","1.21.0",94949
"2026-04-16","1.21.1",87326
"2026-04-16","1.21.2",83298
"2026-04-16","1.22.0",108858
"2026-04-16","1.23.0",106786
"2026-04-16","1.23.1",96266
"2026-04-16","1.23.2",90746
"2026-04-16","1.23.3",328770
"2026-04-16","1.24.0",136916
"2026-04-16","1.25.0",270791
"2026-04-16","1.26.0",1130627
"2026-04-16","1.27.0",4419869
"2026-04-16","1.3.0",7511
"2026-04-16","1.3.0rc1",17
"2026-04-16","1.4.0",2402
"2026-04-16","1.4.1",2878
"2026-04-16","1.5.0",3655
"2026-04-16","1.6.0",30938
"2026-04-16","1.7.0",16732
"2026-04-16","1.7.1",18231
"2026-04-16","1.8.0",17833
"2026-04-16","1.8.1",22783
"2026-04-16","1.9.0",23552
"2026-04-16","1.9.1",22508
"2026-04-16","1.9.2",21025
"2026-04-16","1.9.3",20198
"2026-04-16","1.9.4",50591
"2026-04-17","0.9.1",1580
"2026-04-17","1.0.0",2023
"2026-04-17","1.1.0",1168
"2026-04-17","1.1.1",1671
"2026-04-17","1.1.2",1834
"2026-04-17","1.1.3",3050
"2026-04-17","1.10.0",16925
"2026-04-17","1.10.1",25229
"2026-04-17","1.11.0",23345
"2026-04-17","1.12.0",18402
"2026-04-17","1.12.1",22214
"2026-04-17","1.12.2",30254
"2026-04-17","1.12.3",18249
"2026-04-17","1.12.4",93710
"2026-04-17","1.13.0",27414
"2026-04-17","1.13.1",37911
"2026-04-17","1.14.0",27572
"2026-04-17","1.14.1",85719
"2026-04-17","1.15.0",85425
"2026-04-17","1.16.0",145307
"2026-04-17","1.17.0",135020
"2026-04-17","1.18.0",84572
"2026-04-17","1.19.0",97088
"2026-04-17","1.2.0",1941
"2026-04-17","1.2.0rc1",3
"2026-04-17","1.2.1",1460
"2026-04-17","1.20.0",90933
"2026-04-17","1.21.0",93734
"2026-04-17","1.21.1",87457
"2026-04-17","1.21.2",83379
"2026-04-17","1.22.0",106748
"2026-04-17","1.23.0",105253
"2026-04-17","1.23.1",95758
"2026-04-17","1.23.2",88400
"2026-04-17","1.23.3",387937
"2026-04-17","1.24.0",132438
"2026-04-17","1.25.0",269639
"2026-04-17","1.26.0",1047358
"2026-04-17","1.27.0",5657695
"2026-04-17","1.3.0",4547
"2026-04-17","1.3.0rc1",7
"2026-04-17","1.4.0",2022
"2026-04-17","1.4.1",2736
"2026-04-17","1.5.0",3311
"2026-04-17","1.6.0",27603
"2026-04-17","1.7.0",14800
"2026-04-17","1.7.1",16305
"2026-04-17","1.8.0",16215
"2026-04-17","1.8.1",20459
"2026-04-17","1.9.0",16927
"2026-04-17","1.9.1",21136
"2026-04-17","1.9.2",18177
"2026-04-17","1.9.3",18261
"2026-04-17","1.9.4",37611
"2026-04-18","0.9.1",1126
"2026-04-18","1.0.0",1216
"2026-04-18","1.1.0",736
"2026-04-18","1.1.1",866
"2026-04-18","1.1.2",1386
"2026-04-18","1.1.3",2085
"2026-04-18","1.10.0",12028
"2026-04-18","1.10.1",16881
"2026-04-18","1.11.0",16543
"2026-04-18","1.12.0",13076
"2026-04-18","1.12.1",14385
"2026-04-18","1.12.2",14836
"2026-04-18","1.12.3",12807
"2026-04-18","1.12.4",36316
"2026-04-18","1.13.0",17818
"2026-04-18","1.13.1",26129
"2026-04-18","1.14.0",18188
"2026-04-18","1.14.1",72513
"2026-04-18","1.15.0",73441
